jam_id,type,level,severity,line_coordinates,start_location,end_location,speed_kmh,length_meters,delay_seconds,block_alert_id,block_alert_type,block_alert_description,block_alert_update_datetime_utc,block_start_datetime_utc,publish_datetime_utc,update_datetime_utc,country,city,street
248336598,NONE,3,5,"LINESTRING(-7.529043 33.608687, -7.529512 33.609982, -7.529973 33.611227, -7.530255 33.611903)",,,9.41,374,107,,,,,,2025-06-29T19:02:14.337Z,2025-06-29T19:22:44.463Z,MO,Casablanca - الدار البيضاء,Allée des Mimosas
249179590,NONE,3,5,"LINESTRING(-7.81864 33.522926, -7.818736 33.521485, -7.818783 33.520719, -7.818882 33.519087, -7.818916 33.518521, -7.818941 33.518112, -7.818914 33.517896, -7.818845 33.51769, -7.818523 33.516886, -7.818468 33.516748, -7.818259 33.516218, -7.818101 33.515805, -7.818056 33.515697, -7.817852 33.515188, -7.817673 33.514705, -7.817587 33.514156, -7.817683 33.513914)",,,14.95,1021,161,,,,,,2025-06-29T19:11:27.732Z,2025-06-29T19:22:43.343Z,MO,Dar Bouazza - دار بوعزة,P3001
249349058,NONE,1,5,"LINESTRING(-7.530971 33.572446, -7.530747 33.572453, -7.525386 33.571113, -7.524823 33.570999, -7.52309 33.570785, -7.5227 33.570702, -7.522004 33.570487, -7.521781 33.570409, -7.520368 33.569927, -7.518895 33.569506)",,,27.36,1171,60,,,,,,2025-06-29T19:13:42.744Z,2025-06-29T19:22:44.782Z,MO,Casablanca - الدار البيضاء,P3010 - Boulevard Oqba Bnou Nafii
249740482,NONE,3,5,"LINESTRING(-7.527533 33.585085, -7.527418 33.585196, -7.526929 33.585751, -7.526878 33.585809, -7.526685 33.586009, -7.52622 33.58647, -7.525896 33.586663, -7.525766 33.586743, -7.525748 33.586739, -7.52573 33.586738, -7.525719 33.586738, -7.525701 33.586741, -7.525683 33.586747, -7.525668 33.586755, -7.525657 33.586762, -7.525645 33.586774, -7.525636 33.586787, -7.525629 33.586801, -7.525625 33.586816, -7.525625 33.586832, -7.525625 33.586835, -7.525525 33.586894, -7.524488 33.587382, -7.524035 33.587586, -7.524019 33.587583, -7.524003 33.587582, -7.523988 33.587583, -7.523972 33.587587, -7.523969 33.587588, -7.523955 33.587595, -7.523942 33.587603, -7.523932 33.587613, -7.523923 33.587624, -7.523917 33.587636, -7.523914 33.587649, -7.523914 33.587662, -7.523915 33.58767, -7.523918 33.587682, -7.523925 33.587695, -7.523934 33.587706, -7.523945 33.587715, -7.523955 33.587722, -7.523969 33.587728, -7.523984 33.587732, -7.524 33.587734, -7.524016 33.587733, -7.524032 33.587731, -7.524039 33.587728, -7.524053 33.587722, -7.524066 33.587714, -7.524077 33.587705, -7.524085 33.587694, -7.524091 33.587681)",,,12.68,475,75,,,,,,2025-06-29T19:18:14.002Z,2025-06-29T19:22:43.692Z,MO,Casablanca - الدار البيضاء,
230459550,NONE,2,5,"LINESTRING(-7.708887 33.570595, -7.709286 33.570139, -7.709795 33.569559, -7.710069 33.569246, -7.710414 33.568958, -7.71073 33.568754, -7.711052 33.568642, -7.711322 33.5686, -7.712005 33.56857, -7.712722 33.56857, -7.712906 33.56857, -7.713288 33.568569, -7.714147 33.568548, -7.714791 33.568477, -7.716543 33.568231, -7.717404 33.568021, -7.718955 33.567507, -7.720477 33.566924, -7.722534 33.565879, -7.723742 33.565049)",,,25.44,1576,118,,,,,,2025-06-29T16:33:39.828Z,2025-06-29T19:22:43.726Z,MO,Casablanca - الدار البيضاء,Boulevard Biarritz
202207534,SMALL,2,5,"LINESTRING(-7.767459 33.537194, -7.767527 33.537305, -7.767891 33.537923, -7.768058 33.538218, -7.768214 33.538496, -7.76874 33.539431, -7.768784 33.53951, -7.769577 33.540906, -7.769877 33.541399, -7.77008 33.541651, -7.770397 33.541866, -7.770726 33.541939, -7.771043 33.541933, -7.771362 33.541832, -7.772178 33.5414, -7.772902 33.541128, -7.774031 33.54072, -7.775957 33.539845, -7.776624 33.539384, -7.776965 33.539239, -7.777325 33.539105, -7.778349 33.538849, -7.778668 33.538769, -7.780704 33.538021, -7.782115 33.537368, -7.783203 33.536921, -7.783671 33.536732, -7.783892 33.536624, -7.785583 33.535514, -7.786122 33.53528, -7.789317 33.534428, -7.789712 33.534366, -7.790625 33.534222, -7.790825 33.534174, -7.791249 33.533999, -7.793117 33.533175, -7.794459 33.532548, -7.795507 33.532097, -7.795966 33.531866, -7.796199 33.531702, -7.796616 33.531402, -7.796716 33.531319, -7.796812 33.531225, -7.797341 33.530596)",,,28.01,3429,189,,,,,,2025-06-29T11:55:07.715Z,2025-06-29T19:22:44.510Z,MO,Dar Bouazza - دار بوعزة,P3012
244128170,NONE,2,5,"LINESTRING(-7.797341 33.530596, -7.797551 33.530383, -7.79774 33.530237, -7.799317 33.529514, -7.80088 33.528815, -7.801281 33.52866, -7.80205 33.52846, -7.802971 33.528247, -7.805889 33.527579, -7.808719 33.526899, -7.809388 33.526747, -7.809897 33.526705, -7.812747 33.526743, -7.814351 33.526694)",Dar Bouazza - دار بوعزة,Dar Bouazza - دار بوعزة,17.54,1671,193,,,,,,2025-06-29T18:20:54.453Z,2025-06-29T19:22:43.315Z,MO,Dar Bouazza - دار بوعزة,P3012
248294880,NONE,2,5,"LINESTRING(-7.641699 33.515656, -7.641923 33.515649, -7.642348 33.515583, -7.642933 33.515464, -7.643477 33.515349, -7.644618 33.515037, -7.644997 33.514927, -7.645473 33.514791, -7.645788 33.514719, -7.645947 33.514708, -7.646125 33.514708, -7.646255 33.514719, -7.646328 33.514725, -7.64685 33.514794, -7.647381 33.514863, -7.647643 33.514891, -7.647868 33.514896, -7.648083 33.514879, -7.648406 33.514829, -7.648726 33.514758, -7.649227 33.514598, -7.649535 33.514479, -7.650224 33.514183, -7.650291 33.514155, -7.650725 33.51393, -7.651523 33.513517, -7.651924 33.513343, -7.652066 33.513298, -7.652256 33.513266, -7.652489 33.513264, -7.652741 33.513312, -7.65291 33.513357, -7.653089 33.513409, -7.653256 33.513457, -7.653423 33.513505, -7.653827 33.513629, -7.654004 33.513685, -7.654348 33.513793)",,,17.77,1243,107,,,,,,2025-06-29T19:02:13.430Z,2025-06-29T19:22:43.682Z,MO,Casablanca - الدار البيضاء,P3022 - Route Sidi Massaoud
249928148,NONE,2,5,"LINESTRING(-7.675357 33.582491, -7.675654 33.582665, -7.675902 33.582776, -7.676004 33.582821, -7.676217 33.582912, -7.676693 33.583111, -7.67706 33.583301, -7.677264 33.583454, -7.677386 33.583571, -7.678588 33.585563, -7.678805 33.585847, -7.679261 33.586188, -7.681361 33.588067, -7.681793 33.58847)",,,16.92,912,115,,,,,,2025-06-29T19:20:30.458Z,2025-06-29T19:22:43.570Z,MO,Casablanca - الدار البيضاء,Boulevard de la Grande Ceinture
249722320,NONE,4,5,"LINESTRING(-7.496478 33.59063, -7.495987 33.589813, -7.495857 33.58969, -7.495621 33.58947)",,,3.27,152,119,,,,,,2025-06-29T19:18:18.294Z,2025-06-29T19:22:47.472Z,MO,Casablanca - الدار البيضاء,
239689084,MEDIUM,3,5,"LINESTRING(-7.84704 33.522045, -7.847408 33.521814, -7.847795 33.521501, -7.848324 33.521, -7.848672 33.520521, -7.849331 33.519388, -7.849816 33.518828, -7.850624 33.518214, -7.850983 33.517944, -7.851726 33.517518, -7.852287 33.517215, -7.854613 33.516094, -7.855473 33.515811, -7.856081 33.515611, -7.857569 33.51507, -7.858154 33.514913, -7.858936 33.514752, -7.859852 33.514581, -7.860569 33.514438, -7.862618 33.513934, -7.862723 33.513877, -7.862807 33.513787, -7.862832 33.513719, -7.862809 33.51365, -7.862558 33.513323, -7.862424 33.513188, -7.862147 33.513019, -7.86164 33.512788, -7.861052 33.512511, -7.860849 33.512383, -7.860684 33.512247, -7.860538 33.512089, -7.860458 33.511982, -7.858824 33.50959, -7.858402 33.509058, -7.858336 33.508947)",,,8.06,2494,843,,,,,,2025-06-29T17:44:22.204Z,2025-06-29T19:22:43.882Z,MO,Tamaris - طاماريس,P3012
250089694,NONE,3,5,"LINESTRING(-7.603976 33.583226, -7.604614 33.583718, -7.605119 33.584138, -7.605398 33.584427, -7.606108 33.585309)",,,9.04,306,74,,,,,,2025-06-29T19:22:45.402Z,2025-06-29T19:22:45.402Z,MO,Casablanca - الدار البيضاء,R315 - Boulevard Mohammed VI
250105042,NONE,3,5,"LINESTRING(-7.811564 33.51569, -7.811968 33.515641, -7.812664 33.515427, -7.812959 33.515337, -7.813243 33.515242, -7.814372 33.514864, -7.814648 33.514774, -7.815434 33.514542, -7.816808 33.514152, -7.816961 33.514136, -7.817126 33.514167, -7.817278 33.514223, -7.817382 33.514308, -7.817464 33.514389, -7.817673 33.514705)",,,16.83,627,82,,,,,,2025-06-29T19:22:45.145Z,2025-06-29T19:22:45.145Z,MO,Dar Bouazza - دار بوعزة,
1291178958,NONE,5,5,"LINESTRING(14.131671 49.936229, 14.13184 49.935706, 14.13185 49.935595)",,,0.0,72,0,149676060,ROAD_CLOSED_EVENT,Uzavřeno do 11.7.2025 (JSDI),2025-06-22T18:00:17.096Z,2025-06-23T06:00:00.000Z,2025-06-23T06:03:09.418Z,2025-06-29T19:22:44.695Z,EZ,Srbsko,Za Vodou
249567710,NONE,3,5,"LINESTRING(-7.47961 33.583097, -7.478991 33.583712, -7.478779 33.583932, -7.478685 33.58403, -7.4785 33.584238, -7.478802 33.584436, -7.479153 33.584659, -7.479463 33.584856, -7.479643 33.584674, -7.479736 33.584569, -7.478779 33.583932, -7.477631 33.58315, -7.47744 33.582971, -7.477439 33.582953, -7.477432 33.582917, -7.477418 33.582884, -7.477397 33.582852, -7.47737 33.582824, -7.477348 33.582808, -7.477313 33.582788, -7.477273 33.582774, -7.477232 33.582765, -7.477189 33.582762, -7.477146 33.582766, -7.477105 33.582776, -7.477082 33.582784, -7.477046 33.582803, -7.477014 33.582827, -7.476987 33.582855, -7.476966 33.582886, -7.476953 33.58292, -7.476947 33.582956, -7.476948 33.582992, -7.476957 33.583027, -7.47696 33.583036, -7.476978 33.583069, -7.477002 33.583098, -7.477033 33.583124, -7.477068 33.583145, -7.477106 33.58316, -7.477148 33.58317, -7.477155 33.583171, -7.477198 33.583173, -7.477241 33.58317, -7.477282 33.58316, -7.477313 33.583148)",,,10.36,713,74,,,,,,2025-06-29T19:15:59.442Z,2025-06-29T19:22:43.465Z,MO,Casablanca - الدار البيضاء,
250139304,NONE,3,5,"LINESTRING(-7.608157 33.562411, -7.60905 33.562331, -7.609193 33.562317, -7.612072 33.56205)",,,9.43,365,83,,,,,,2025-06-29T19:22:44.795Z,2025-06-29T19:22:44.795Z,MO,Casablanca - الدار البيضاء,Boulevard Modibo Keita
249682594,NONE,3,5,"LINESTRING(-7.704021 33.578258, -7.703179 33.58032, -7.703006 33.580592, -7.70276 33.58084, -7.702537 33.581004, -7.700523 33.582077, -7.700056 33.582288, -7.69982 33.582379, -7.699595 33.582448, -7.69935 33.582502, -7.6991 33.582533, -7.698696 33.582551, -7.698462 33.582545, -7.697094 33.582372, -7.696625 33.582345, -7.696183 33.582357, -7.695733 33.582399, -7.6953 33.582464, -7.693897 33.58275, -7.693124 33.58291, -7.692746 33.583006, -7.692351 33.583159, -7.691928 33.583345, -7.691 33.583832, -7.689432 33.584696, -7.688922 33.58498, -7.684002 33.587663, -7.68309 33.588156, -7.682743 33.58833, -7.682167 33.588593, -7.681997 33.588674, -7.681705 33.588819, -7.681029 33.589159, -7.680271 33.589528, -7.679982 33.589687, -7.678935 33.590374, -7.677633 33.591313, -7.677372 33.59146)",,,15.64,3015,410,,,,,,2025-06-29T19:18:13.475Z,2025-06-29T19:22:43.308Z,MO,Casablanca - الدار البيضاء,Boulevard de l'Océan Atlantique
249717924,NONE,2,5,"LINESTRING(-7.687065 33.554361, -7.68622 33.554829, -7.686138 33.554872, -7.685652 33.55514, -7.685297 33.555318, -7.684903 33.555519, -7.684532 33.55571, -7.684256 33.555843, -7.6834 33.556255, -7.682976 33.556475, -7.682447 33.556746, -7.682343 33.556816)",,,15.43,516,63,,,,,,2025-06-29T19:18:13.554Z,2025-06-29T19:22:43.398Z,MO,Casablanca - الدار البيضاء,Boulevard Oued Oum Rabii
152105048,NONE,5,5,"LINESTRING(14.630164 49.671341, 14.628839 49.671414, 14.62856 49.671449, 14.628336 49.671534)",,,0.0,135,0,96098433,ROAD_CLOSED_EVENT,Uzavřeno do 2.7.2025 (JSDI),2025-06-15T17:00:17.780Z,2025-06-16T05:00:00.000Z,2025-06-16T05:03:43.635Z,2025-06-29T19:22:43.708Z,EZ,Olbramovice,11447
250135458,NONE,3,5,"LINESTRING(-7.653545 33.560673, -7.654577 33.559469, -7.655254 33.558642, -7.655445 33.558389, -7.655505 33.558337)",,,8.05,316,89,,,,,,2025-06-29T19:22:44.437Z,2025-06-29T19:22:44.437Z,MO,Casablanca - الدار البيضاء,
249736878,NONE,3,5,"LINESTRING(-7.525538 33.558506, -7.526311 33.557945, -7.527489 33.557127)",,,6.84,237,91,,,,,,2025-06-29T19:18:15.395Z,2025-06-29T19:22:45.096Z,MO,Casablanca - الدار البيضاء,
249940144,NONE,3,5,"LINESTRING(-7.601987 33.575278, -7.601032 33.575526, -7.60096 33.575559, -7.600728 33.575662, -7.600322 33.575849, -7.599683 33.576195, -7.5994 33.576347)",,,6.76,269,101,,,,,,2025-06-29T19:20:33.282Z,2025-06-29T19:22:45.918Z,MO,Casablanca - الدار البيضاء,Rue des Abassides
250085298,NONE,2,5,"LINESTRING(-7.611591 33.573266, -7.612551 33.572849, -7.614124 33.572461, -7.615155 33.57226)",,,9.1,350,71,,,,,,2025-06-29T19:22:43.339Z,2025-06-29T19:22:43.339Z,MO,Casablanca - الدار البيضاء,Boulevard Moulay Idriss I
249291138,NONE,2,5,"LINESTRING(-7.499718 33.61575, -7.499851 33.616179, -7.501103 33.620883, -7.501303 33.621229, -7.501442 33.621438, -7.501569 33.621577, -7.501915 33.62185, -7.502124 33.621989, -7.502522 33.622178, -7.502934 33.622352, -7.503289 33.622501, -7.503421 33.622553, -7.506361 33.623738, -7.506685 33.623862)",,,23.24,1212,94,,,,,,2025-06-29T19:13:40.991Z,2025-06-29T19:22:43.464Z,MO,Casablanca - الدار البيضاء,Boulevard Al Bina
250097332,NONE,2,5,"LINESTRING(-7.626698 33.606625, -7.626865 33.606521, -7.628333 33.605943, -7.628619 33.605829, -7.629149 33.605614, -7.631956 33.604473, -7.632224 33.604364, -7.633281 33.60392)",,,16.34,682,60,,,,,,2025-06-29T19:22:43.994Z,2025-06-29T19:22:43.994Z,MO,Casablanca - الدار البيضاء,Rue Tiznit
249917368,NONE,4,5,"LINESTRING(-7.545495 33.573063, -7.545642 33.573316, -7.546374 33.573002, -7.546794 33.572821)",,,0.92,152,582,,,,,,2025-06-29T19:20:31.074Z,2025-06-29T19:22:44.344Z,MO,Casablanca - الدار البيضاء,
1314091022,NONE,5,5,"LINESTRING(-7.663982 33.555543, -7.664121 33.555586, -7.665261 33.555456)",,,0.0,121,0,144266476,ROAD_CLOSED_EVENT,,2025-06-21T17:00:16.918Z,2025-06-04T21:43:00.000Z,2025-06-23T09:24:44.541Z,2025-06-29T19:22:46.700Z,MO,Casablanca - الدار البيضاء,
248314536,NONE,3,5,"LINESTRING(-7.504979 33.596885, -7.504972 33.599997, -7.504952 33.600113)",,,7.8,358,120,,,,,,2025-06-29T19:02:14.232Z,2025-06-29T19:22:44.266Z,MO,Casablanca - الدار البيضاء,Boulevard Al Houcine Assoussi
250074752,NONE,3,5,"LINESTRING(-7.549276 33.558006, -7.549546 33.558302, -7.550256 33.559113, -7.550532 33.559433, -7.551348 33.560421, -7.551558 33.560655, -7.551792 33.560878)",,,10.38,396,92,,,,,,2025-06-29T19:22:42.985Z,2025-06-29T19:22:42.985Z,MO,Casablanca - الدار البيضاء,Avenue Colonel Driss El Allam
249141168,NONE,2,5,"LINESTRING(-7.603662 33.591121, -7.603616 33.592245, -7.603516 33.593406, -7.603505 33.593515, -7.603373 33.595751)",,,14.05,514,74,,,,,,2025-06-29T19:11:26.709Z,2025-06-29T19:22:44.049Z,MO,Casablanca - الدار البيضاء,Boulevard de la Résistance
1314057272,NONE,5,5,"LINESTRING(-7.515982 33.553227, -7.516136 33.553182, -7.51766 33.552231, -7.518317 33.551938, -7.518948 33.551727, -7.519632 33.55151, -7.520074 33.55135, -7.520694 33.551046, -7.521048 33.550818, -7.521391 33.550542, -7.521686 33.550247, -7.521922 33.549961, -7.522105 33.549697, -7.522284 33.549337, -7.522402 33.54902, -7.522464 33.548703)",Casablanca - الدار البيضاء,Casablanca - الدار البيضاء,0.0,820,0,147694885,ROAD_CLOSED_EVENT,,2025-06-22T10:00:20.482Z,2025-04-29T00:12:00.000Z,2025-06-23T09:24:47.713Z,2025-06-29T19:22:47.303Z,MO,Casablanca - الدار البيضاء,Autoroute Tit Mellil - Berrechid
248336806,NONE,2,5,"LINESTRING(-7.668747 33.561722, -7.668635 33.561772, -7.668129 33.561989, -7.666637 33.562612, -7.665271 33.563153, -7.665155 33.563184, -7.664541 33.563433, -7.664446 33.563477, -7.663499 33.563846, -7.661075 33.56476, -7.660031 33.565128, -7.659749 33.565231, -7.659461 33.565361, -7.659161 33.565527, -7.658399 33.565978, -7.656947 33.566796, -7.656735 33.56684)",,,16.84,1256,149,,,,,,2025-06-29T19:02:16.201Z,2025-06-29T19:22:44.236Z,MO,Casablanca - الدار البيضاء,Boulevard Moulay Abdellah Cherif
780172268,NONE,5,5,"LINESTRING(-7.722814 33.547362, -7.723676 33.548005, -7.725175 33.54902)",Casablanca - الدار البيضاء,Casablanca - الدار البيضاء,0.0,286,0,130541985,ROAD_CLOSED_EVENT,,2025-06-19T15:00:16.701Z,2025-05-26T21:08:00.000Z,2025-06-19T15:03:10.778Z,2025-06-29T19:22:47.015Z,MO,Casablanca - الدار البيضاء,Rocade Sud-Ouest
250120838,NONE,3,5,"LINESTRING(-7.649105 33.5663, -7.651 33.567084)",,,3.0,196,169,,,,,,2025-06-29T19:22:45.587Z,2025-06-29T19:22:45.587Z,MO,Casablanca - الدار البيضاء,Rue Al Oukhouane
249717906,NONE,2,5,"LINESTRING(-7.593368 33.563105, -7.593861 33.562949, -7.594826 33.562728, -7.595028 33.562681, -7.597101 33.562218, -7.597108 33.562218, -7.598419 33.561937, -7.599372 33.561895, -7.600582 33.561932)",,,14.23,688,95,,,,,,2025-06-29T19:18:13.360Z,2025-06-29T19:22:43.329Z,MO,Casablanca - الدار البيضاء,Boulevard Abou Chaib Doukkali
249560494,NONE,3,5,"LINESTRING(-7.650384 33.526075, -7.649928 33.52671, -7.649584 33.527363, -7.649327 33.527851, -7.64916 33.528255, -7.648973 33.52882, -7.648668 33.529784, -7.648367 33.530743, -7.648282 33.530977, -7.648195 33.531173, -7.648074 33.53141)",,,13.07,633,116,,,,,,2025-06-29T19:16:00.265Z,2025-06-29T19:22:44.159Z,MO,Casablanca - الدار البيضاء,P3007 - Avenue Abou Bakr El Kadiri
249702294,NONE,4,5,"LINESTRING(-7.686101 33.5829, -7.686509 33.582951, -7.686773 33.583014, -7.687098 33.583114, -7.68744 33.583263, -7.687546 33.58332, -7.688288 33.58381, -7.688771 33.58434, -7.688999 33.584716, -7.689002 33.584813, -7.688985 33.584879, -7.688922 33.58498)",,,6.8,382,160,,,,,,2025-06-29T19:18:14.504Z,2025-06-29T19:22:44.125Z,MO,Casablanca - الدار البيضاء,Allée du Golfe Arabique
249732758,NONE,3,5,"LINESTRING(-7.66622 33.570267, -7.667623 33.570347, -7.667966 33.570396, -7.668157 33.570487, -7.668316 33.570617, -7.668559 33.570862, -7.668965 33.571486, -7.669024 33.571578, -7.669105 33.571717, -7.669622 33.572579, -7.669901 33.573022, -7.670048 33.573214, -7.67023 33.573408, -7.670511 33.573634, -7.670796 33.573832)",,,11.45,633,132,,,,,,2025-06-29T19:18:14.178Z,2025-06-29T19:22:43.965Z,MO,Casablanca - الدار البيضاء,Boulevard Sidi Abderrahmane
249352874,NONE,3,5,"LINESTRING(-7.506335 33.58646, -7.506212 33.586544, -7.506838 33.587856, -7.50712 33.588416, -7.506609 33.588599, -7.506033 33.588798, -7.505187 33.589085, -7.50589 33.590481, -7.50614 33.590979)",,,12.01,662,118,,,,,,2025-06-29T19:13:42.363Z,2025-06-29T19:22:45.130Z,MO,Casablanca - الدار البيضاء,
248529576,NONE,3,5,"LINESTRING(-7.644441 33.558479, -7.644575 33.55995, -7.64458 33.560251, -7.64442 33.563081, -7.644398 33.563366, -7.644393 33.563519)",,,12.01,561,105,,,,,,2025-06-29T19:04:32.931Z,2025-06-29T19:22:42.898Z,MO,Casablanca - الدار البيضاء,Route d'El Jadida
249931934,NONE,2,5,"LINESTRING(-7.635533 33.585037, -7.635818 33.584776, -7.6361 33.584513, -7.636375 33.584248, -7.636667 33.583988, -7.636999 33.583685, -7.637307 33.583406, -7.637566 33.583154, -7.63788 33.582874, -7.638155 33.582614, -7.638739 33.582075, -7.639102 33.581704, -7.639223 33.581579)",,,10.36,515,77,,,,,,2025-06-29T19:20:29.924Z,2025-06-29T19:22:42.976Z,MO,Casablanca - الدار البيضاء,Rue Ahmed Al Joumari
250081690,NONE,3,5,"LINESTRING(-7.599627 33.567622, -7.599522 33.567667, -7.599248 33.567718, -7.598956 33.56773, -7.598672 33.567753, -7.598412 33.567774, -7.598131 33.567803, -7.597857 33.567833, -7.597562 33.567855, -7.597239 33.567869, -7.596851 33.567901, -7.596782 33.567906, -7.596273 33.567948, -7.59595 33.567973)",,,7.32,343,116,,,,,,2025-06-29T19:22:43.692Z,2025-06-29T19:22:43.692Z,MO,Casablanca - الدار البيضاء,Rue 68
250124694,NONE,2,5,"LINESTRING(-7.49449 33.58737, -7.495116 33.587102, -7.49729 33.586112)",,,7.17,295,68,,,,,,2025-06-29T19:22:45.831Z,2025-06-29T19:22:45.831Z,MO,Casablanca - الدار البيضاء,
249499228,NONE,3,5,"LINESTRING(-7.683099 33.565358, -7.682757 33.565489, -7.682429 33.565633, -7.681996 33.565823, -7.681755 33.56593, -7.681463 33.56606, -7.681296 33.566133, -7.68079 33.566359, -7.679805 33.566814, -7.679022 33.567151, -7.678747 33.567269, -7.678202 33.567511, -7.677161 33.567968, -7.676882 33.568092, -7.676448 33.568283, -7.676029 33.568469, -7.675933 33.568511, -7.675571 33.568674, -7.675342 33.568777)",,,10.57,811,183,,,,,,2025-06-29T19:15:59.450Z,2025-06-29T19:22:43.526Z,MO,Casablanca - الدار البيضاء,Boulevard Ibn Sina
249107034,NONE,2,5,"LINESTRING(-7.849551 33.513872, -7.849504 33.514436, -7.849772 33.514792, -7.849905 33.515, -7.850233 33.515512, -7.850807 33.516263, -7.851191 33.516742, -7.85143 33.517158, -7.851726 33.517518)",,,8.98,462,73,,,,,,2025-06-29T19:11:26.026Z,2025-06-29T19:22:43.398Z,MO,Dar Bouazza - دار بوعزة,
250127980,NONE,3,5,"LINESTRING(-7.553753 33.552037, -7.554067 33.551744, -7.554863 33.551032, -7.555552 33.55041, -7.556236 33.549781)",,,9.47,340,75,,,,,,2025-06-29T19:22:43.645Z,2025-06-29T19:22:43.645Z,MO,Casablanca - الدار البيضاء,
250135660,NONE,3,5,"LINESTRING(-7.575118 33.536022, -7.574622 33.5362, -7.574492 33.536264, -7.57342 33.536904, -7.573505 33.53707, -7.574649 33.536375, -7.574896 33.536256, -7.575146 33.536181)",,,11.13,388,76,,,,,,2025-06-29T19:22:46.991Z,2025-06-29T19:22:46.991Z,MO,Casablanca - الدار البيضاء,Boulevard Mekdad Lahrizi
249928300,NONE,2,5,"LINESTRING(-7.859852 33.514581, -7.858936 33.514752, -7.858154 33.514913, -7.857569 33.51507, -7.856081 33.515611, -7.855473 33.515811, -7.854613 33.516094, -7.852287 33.517215, -7.851726 33.517518, -7.850983 33.517944, -7.850624 33.518214, -7.849816 33.518828, -7.849331 33.519388, -7.848672 33.520521, -7.848324 33.521, -7.847795 33.521501, -7.847408 33.521814, -7.84704 33.522045, -7.84682 33.522148, -7.846502 33.522275, -7.846096 33.522376, -7.845307 33.522472, -7.844819 33.522551, -7.844561 33.522636, -7.843817 33.522911, -7.84267 33.523376, -7.841994 33.523679)",,,19.0,2010,173,,,,,,2025-06-29T19:20:31.253Z,2025-06-29T19:22:44.483Z,MO,Dar Bouazza - دار بوعزة,P3012
249910126,NONE,4,5,"LINESTRING(-7.489257 33.623663, -7.48816 33.621998, -7.488139 33.621869, -7.488151 33.621761, -7.488133 33.62162, -7.487041 33.620148)",,,8.3,445,153,,,,,,2025-06-29T19:20:34.736Z,2025-06-29T19:22:44.337Z,MO,Casablanca - الدار البيضاء,Boulevard Imam Eleyt Ibn Saad
250078570,NONE,3,5,"LINESTRING(-7.680536 33.545095, -7.680119 33.545249, -7.67964 33.545426, -7.679203 33.545589, -7.678957 33.545204, -7.678554 33.544562, -7.678332 33.544232, -7.678121 33.543883, -7.677748 33.543307, -7.677518 33.543408, -7.677083 33.543613, -7.676805 33.54374)",,,9.89,520,66,,,,,,2025-06-29T19:22:44.179Z,2025-06-29T19:22:44.179Z,MO,Casablanca - الدار البيضاء,
250112870,NONE,3,5,"LINESTRING(-7.519853 33.602188, -7.51982 33.602308, -7.51945 33.603725, -7.519372 33.604015, -7.519307 33.604252, -7.519229 33.604545, -7.518922 33.605743, -7.518786 33.606315)",,,12.89,469,86,,,,,,2025-06-29T19:22:43.724Z,2025-06-29T19:22:43.724Z,MO,Casablanca - الدار البيضاء,Boulevard Moulay Mohamed Al Baamrani
249686638,NONE,3,5,"LINESTRING(-7.676448 33.568283, -7.676882 33.568092, -7.677161 33.567968, -7.678202 33.567511, -7.678747 33.567269, -7.679022 33.567151, -7.679805 33.566814, -7.68079 33.566359, -7.681296 33.566133, -7.681463 33.56606, -7.681755 33.56593, -7.681996 33.565823, -7.682429 33.565633, -7.682757 33.565489, -7.683099 33.565358, -7.683214 33.565316)",,,7.0,707,282,,,,,,2025-06-29T19:18:13.400Z,2025-06-29T19:22:43.002Z,MO,Casablanca - الدار البيضاء,Boulevard Ibn Sina
245823028,NONE,3,5,"LINESTRING(-7.71066 33.542912, -7.708378 33.544196, -7.708369 33.544203, -7.706635 33.545195, -7.703456 33.547012, -7.701264 33.548226)",,,11.27,1053,251,,,,,,2025-06-29T18:37:08.364Z,2025-06-29T19:22:50.931Z,MO,Casablanca - الدار البيضاء,P3014 - Boulevard Moulay Thami
250104956,NONE,3,5,"LINESTRING(-7.643167 33.562758, -7.644393 33.563519, -7.644535 33.563619)",,,3.25,159,100,,,,,,2025-06-29T19:22:44.222Z,2025-06-29T19:22:44.222Z,MO,Casablanca - الدار البيضاء,Avenue Abderrahim Bouabid
1112644038,NONE,5,5,"LINESTRING(-7.659823 33.581658, -7.659736 33.582763, -7.659781 33.58293)",,,0.0,142,0,155426671,ROAD_CLOSED_EVENT,,2025-06-23T17:00:23.147Z,2025-05-07T18:27:00.000Z,2025-06-23T17:04:52.782Z,2025-06-29T19:22:46.138Z,MO,Casablanca - الدار البيضاء,Rue Al Farabi
1765557924,NONE,5,5,"LINESTRING(-7.723145 33.548817, -7.72212 33.549684, -7.721884 33.549934, -7.721623 33.550142, -7.72121 33.550427, -7.720556 33.550786, -7.720239 33.551005, -7.71958 33.551555, -7.719456 33.551702, -7.719349 33.551781)",Casablanca - الدار البيضاء,Casablanca - الدار البيضاء,0.0,484,0,155425720,ROAD_CLOSED_EVENT,,2025-06-23T17:00:15.120Z,2025-05-20T22:51:00.000Z,2025-06-26T02:40:27.798Z,2025-06-29T19:22:46.126Z,MO,Casablanca - الدار البيضاء,
