geometry,class_id,class_name
"POLYGON ((-7.674342898405206 33.59251643717154, -7.674342898405206 33.59251344400827, -7.674357271449751 33.59251344400827, -7.674357271449751 33.5925104508449, -7.6743644579720245 33.5925104508449, -7.6743644579720245 33.592507457681414, -7.674368051233161 33.592507457681414, -7.674368051233161 33.59250446451783, -7.674375237755434 33.59250446451783, -7.674375237755434 33.59250147135414, -7.674386017538843 33.59250147135414, -7.674386017538843 33.59249847819036, -7.674393204061117 33.59249847819036, -7.674393204061117 33.592495485026454, -7.674396797322253 33.592495485026454, -7.674396797322253 33.592492491862465, -7.674400390583388 33.592492491862465, -7.674400390583388 33.592489498698356, -7.674411170366798 33.592489498698356, -7.674411170366798 33.592486505534154, -7.674418356889072 33.592486505534154, -7.674418356889072 33.59248351236984, -7.674421950150209 33.59248351236984, -7.674421950150209 33.59248051920543, -7.6744255434113455 33.59248051920543, -7.6744255434113455 33.592477526040916, -7.67443991645589 33.592477526040916, -7.67443991645589 33.59247453287629, -7.6744471029781645 33.59247453287629, -7.6744471029781645 33.59247153971157, -7.674450696239301 33.59247153971157, -7.674450696239301 33.59246854654673, -7.674457882761573 33.59246854654673, -7.674457882761573 33.59246555338181, -7.674472255806118 33.59246555338181, -7.674472255806118 33.59246256021676, -7.6744794423283915 33.59246256021676, -7.6744794423283915 33.59245956705162, -7.674483035589528 33.59245956705162, -7.674483035589528 33.59245657388638, -7.674486628850665 33.59245657388638, -7.674486628850665 33.592453580721035, -7.674490222111801 33.592453580721035, -7.674490222111801 33.59245058755558, -7.674493815372938 33.59245058755558, -7.674493815372938 33.59243861489273, -7.674490222111801 33.59243861489273, -7.674490222111801 33.59243262856069, -7.674486628850665 33.59243262856069, -7.674486628850665 33.59241766272874, -7.674483035589528 33.59241766272874, -7.674483035589528 33.592408683228335, -7.6744794423283915 33.592408683228335, -7.6744794423283915 33.592399703727, -7.674475849067255 33.592399703727, -7.674475849067255 33.59239371739225, -7.674472255806118 33.59239371739225, -7.674472255806118 33.59238473788935, -7.6744686625449825 33.59238473788935, -7.6744686625449825 33.59237575838551, -7.674465069283846 33.59237575838551, -7.674465069283846 33.59237276521736, -7.674461476022709 33.59237276521736, -7.674461476022709 33.5923697720491, -7.674457882761573 33.5923697720491, -7.674457882761573 33.59236378571228, -7.674443509717027 33.59236378571228, -7.674443509717027 33.59236677888074, -7.674436323194754 33.59236677888074, -7.674436323194754 33.5923697720491, -7.674432729933617 33.5923697720491, -7.674432729933617 33.59237276521736, -7.6744255434113455 33.59237276521736, -7.6744255434113455 33.59237575838551, -7.674421950150209 33.59237575838551, -7.674421950150209 33.592378751553554, -7.674414763627936 33.592378751553554, -7.674414763627936 33.59238174472151, -7.674403983844525 33.59238174472151, -7.674403983844525 33.59238473788935, -7.67438961079998 33.59238473788935, -7.67438961079998 33.59238773105709, -7.674386017538843 33.59238773105709, -7.674386017538843 33.59239072422472, -7.674382424277707 33.59239072422472, -7.674382424277707 33.59239371739225, -7.674371644494298 33.59239371739225, -7.674371644494298 33.592396710559676, -7.6743644579720245 33.592396710559676, -7.6743644579720245 33.592399703727, -7.674357271449751 33.592399703727, -7.674357271449751 33.59240269689422, -7.6743536781886155 33.59240269689422, -7.6743536781886155 33.59240569006133, -7.674346491666342 33.59240569006133, -7.674346491666342 33.592408683228335, -7.674332118621796 33.592408683228335, -7.674332118621796 33.592411676395244, -7.674324932099523 33.592411676395244, -7.674324932099523 33.59241466956205, -7.674321338838387 33.59241466956205, -7.674321338838387 33.59241766272874, -7.67431774557725 33.59241766272874, -7.67431774557725 33.592420655895346, -7.6742818129658845 33.592420655895346, -7.6742818129658845 33.59241766272874, -7.67427821970475 33.59241766272874, -7.67427821970475 33.59243262856069, -7.674274626443613 33.59243262856069, -7.674274626443613 33.59243861489273, -7.674271033182476 33.59243861489273, -7.674271033182476 33.59244759439002, -7.67426743992134 33.59244759439002, -7.67426743992134 33.59245058755558, -7.674271033182476 33.59245058755558, -7.674271033182476 33.592453580721035, -7.6742818129658845 33.592453580721035, -7.6742818129658845 33.59245657388638, -7.674285406227021 33.59245657388638, -7.674285406227021 33.59245956705162, -7.674288999488158 33.59245956705162, -7.674288999488158 33.59246555338181, -7.674292592749294 33.59246555338181, -7.674292592749294 33.59247153971157, -7.674296186010432 33.59247153971157, -7.674296186010432 33.59247453287629, -7.674299779271569 33.59247453287629, -7.674299779271569 33.592477526040916, -7.674306965793842 33.592477526040916, -7.674306965793842 33.59248051920543, -7.674310559054977 33.59248051920543, -7.674310559054977 33.59248351236984, -7.674314152316113 33.59248351236984, -7.674314152316113 33.592486505534154, -7.67431774557725 33.592486505534154, -7.67431774557725 33.592489498698356, -7.674321338838387 33.592489498698356, -7.674321338838387 33.592507457681414, -7.674324932099523 33.592507457681414, -7.674324932099523 33.5925104508449, -7.674328525360659 33.5925104508449, -7.674328525360659 33.59251344400827, -7.674332118621796 33.59251344400827, -7.674332118621796 33.59251643717154, -7.674342898405206 33.59251643717154), (-7.674436323194754 33.59243562172676, -7.674414763627936 33.59243562172676, -7.674414763627936 33.59243262856069, -7.6744075771056615 33.59243262856069, -7.6744075771056615 33.5924296353945, -7.674403983844525 33.5924296353945, -7.674403983844525 33.592423649061836, -7.6744075771056615 33.592423649061836, -7.6744075771056615 33.592420655895346, -7.674421950150209 33.592420655895346, -7.674421950150209 33.59241766272874, -7.674432729933617 33.59241766272874, -7.674432729933617 33.592420655895346, -7.674443509717027 33.592420655895346, -7.674443509717027 33.592423649061836, -7.6744471029781645 33.592423649061836, -7.6744471029781645 33.5924296353945, -7.674443509717027 33.5924296353945, -7.674443509717027 33.59243262856069, -7.674436323194754 33.59243262856069, -7.674436323194754 33.59243562172676))",6,Villa
"POLYGON ((-7.673951232941329 33.592396710559676, -7.673951232941329 33.59239371739225, -7.673954826202466 33.59239371739225, -7.673954826202466 33.59237575838551, -7.673951232941329 33.59237575838551, -7.673951232941329 33.59237276521736, -7.673947639680194 33.59237276521736, -7.673947639680194 33.5923697720491, -7.673940453157921 33.5923697720491, -7.673940453157921 33.59236378571228, -7.673933266635647 33.59236378571228, -7.673933266635647 33.59236079254371, -7.67392967337451 33.59236079254371, -7.67392967337451 33.59236378571228, -7.6739260801133735 33.59236378571228, -7.6739260801133735 33.59236677888074, -7.67392967337451 33.59236677888074, -7.67392967337451 33.5923697720491, -7.673933266635647 33.5923697720491, -7.673933266635647 33.59237276521736, -7.673936859896783 33.59237276521736, -7.673936859896783 33.59237575838551, -7.673940453157921 33.59237575838551, -7.673940453157921 33.59239072422472, -7.673944046419058 33.59239072422472, -7.673944046419058 33.592396710559676, -7.673951232941329 33.592396710559676))",4,route
"POLYGON ((-7.67381828227928 33.59238174472151, -7.67381828227928 33.592378751553554, -7.673821875540417 33.592378751553554, -7.673821875540417 33.5923697720491, -7.673825468801552 33.5923697720491, -7.673825468801552 33.59236378571228, -7.673821875540417 33.59236378571228, -7.673821875540417 33.59236079254371, -7.673800315973598 33.59236079254371, -7.673800315973598 33.59236378571228, -7.673796722712462 33.59236378571228, -7.673796722712462 33.59236677888074, -7.673800315973598 33.59236677888074, -7.673800315973598 33.5923697720491, -7.673803909234735 33.5923697720491, -7.673803909234735 33.59237276521736, -7.67380750249587 33.59237276521736, -7.67380750249587 33.59237575838551, -7.6738110957570065 33.59237575838551, -7.6738110957570065 33.59238174472151, -7.67381828227928 33.59238174472151))",2,zone-verte
"POLYGON ((-7.67341943029313 33.59235480620625, -7.67341943029313 33.59235181303738, -7.673415837031993 33.59235181303738, -7.673415837031993 33.59234881986839, -7.673408650509722 33.59234881986839, -7.673408650509722 33.59235181303738, -7.673405057248585 33.59235181303738, -7.673405057248585 33.59235480620625, -7.67341943029313 33.59235480620625))",6,Villa
"POLYGON ((-7.674357271449751 33.592378751553554, -7.674357271449751 33.59237575838551, -7.674360864710888 33.59237575838551, -7.674360864710888 33.59237276521736, -7.6743644579720245 33.59237276521736, -7.6743644579720245 33.5923697720491, -7.674368051233161 33.5923697720491, -7.674368051233161 33.59236677888074, -7.674382424277707 33.59236677888074, -7.674382424277707 33.59236378571228, -7.674386017538843 33.59236378571228, -7.674386017538843 33.59236079254371, -7.67438961079998 33.59236079254371, -7.67438961079998 33.59235779937504, -7.674393204061117 33.59235779937504, -7.674393204061117 33.59235480620625, -7.674396797322253 33.59235480620625, -7.674396797322253 33.59234881986839, -7.674411170366798 33.59234881986839, -7.674411170366798 33.59234283353012, -7.674414763627936 33.59234283353012, -7.674414763627936 33.59233984036082, -7.674396797322253 33.59233984036082, -7.674396797322253 33.59234582669931, -7.674378831016571 33.59234582669931, -7.674378831016571 33.59234881986839, -7.674375237755434 33.59234881986839, -7.674375237755434 33.59235181303738, -7.674350084927479 33.59235181303738, -7.674350084927479 33.59235480620625, -7.674346491666342 33.59235480620625, -7.674346491666342 33.59235779937504, -7.674342898405206 33.59235779937504, -7.674342898405206 33.59236079254371, -7.674335711882932 33.59236079254371, -7.674335711882932 33.59236378571228, -7.674328525360659 33.59236378571228, -7.674328525360659 33.5923697720491, -7.674332118621796 33.5923697720491, -7.674332118621796 33.59237276521736, -7.674342898405206 33.59237276521736, -7.674342898405206 33.59237575838551, -7.674350084927479 33.59237575838551, -7.674350084927479 33.592378751553554, -7.674357271449751 33.592378751553554))",6,Villa
"POLYGON ((-7.6740518442531505 33.59234283353012, -7.6740518442531505 33.59233984036082, -7.674048250992014 33.59233984036082, -7.674048250992014 33.59234283353012, -7.6740518442531505 33.59234283353012))",6,Villa
"POLYGON ((-7.6736529922670025 33.592378751553554, -7.6736529922670025 33.59237575838551, -7.673660178789276 33.59237575838551, -7.673660178789276 33.59237276521736, -7.673663772050411 33.59237276521736, -7.673663772050411 33.5923697720491, -7.673670958572685 33.5923697720491, -7.673670958572685 33.59236677888074, -7.6736961114006395 33.59236677888074, -7.6736961114006395 33.59236079254371, -7.673699704661775 33.59236079254371, -7.673699704661775 33.59235779937504, -7.673703297922912 33.59235779937504, -7.673703297922912 33.59235480620625, -7.673710484445185 33.59235480620625, -7.673710484445185 33.59235181303738, -7.673714077706322 33.59235181303738, -7.673714077706322 33.59234881986839, -7.673717670967458 33.59234881986839, -7.673717670967458 33.59234582669931, -7.673721264228595 33.59234582669931, -7.673721264228595 33.59233984036082, -7.673717670967458 33.59233984036082, -7.673717670967458 33.59233684719142, -7.673699704661775 33.59233684719142, -7.673699704661775 33.59233984036082, -7.673688924878366 33.59233984036082, -7.673688924878366 33.59234283353012, -7.673681738356093 33.59234283353012, -7.673681738356093 33.59234582669931, -7.673674551833821 33.59234582669931, -7.673674551833821 33.59234881986839, -7.673670958572685 33.59234881986839, -7.673670958572685 33.59235181303738, -7.673667365311547 33.59235181303738, -7.673667365311547 33.59235480620625, -7.673663772050411 33.59235480620625, -7.673663772050411 33.59235779937504, -7.673660178789276 33.59235779937504, -7.673660178789276 33.59236079254371, -7.673642212483593 33.59236079254371, -7.673642212483593 33.59236378571228, -7.673638619222456 33.59236378571228, -7.673638619222456 33.59237575838551, -7.673635025961318 33.59237575838551, -7.673635025961318 33.592378751553554, -7.6736529922670025 33.592378751553554))",6,Villa
"POLYGON ((-7.673405057248585 33.59234582669931, -7.673405057248585 33.59233684719142, -7.673394277465174 33.59233684719142, -7.673394277465174 33.59234283353012, -7.673397870726311 33.59234283353012, -7.673397870726311 33.59234582669931, -7.673405057248585 33.59234582669931))",6,Villa
"POLYGON ((-7.673185868319259 33.592495485026454, -7.673185868319259 33.592492491862465, -7.673189461580396 33.592492491862465, -7.673189461580396 33.592486505534154, -7.673193054841533 33.592486505534154, -7.673193054841533 33.59248051920543, -7.673196648102668 33.59248051920543, -7.673196648102668 33.59247453287629, -7.673200241363805 33.59247453287629, -7.673200241363805 33.59246854654673, -7.673203834624942 33.59246854654673, -7.673203834624942 33.59246256021676, -7.673207427886078 33.59246256021676, -7.673207427886078 33.59245956705162, -7.6732146144083515 33.59245956705162, -7.6732146144083515 33.59245657388638, -7.673225394191761 33.59245657388638, -7.673225394191761 33.592453580721035, -7.673228987452899 33.592453580721035, -7.673228987452899 33.59245058755558, -7.673232580714034 33.59245058755558, -7.673232580714034 33.592444601224365, -7.67323617397517 33.592444601224365, -7.67323617397517 33.59244160805859, -7.673239767236307 33.59244160805859, -7.673239767236307 33.59243861489273, -7.673243360497444 33.59243861489273, -7.673243360497444 33.59243562172676, -7.673250547019716 33.59243562172676, -7.673250547019716 33.59243262856069, -7.673257733541989 33.59243262856069, -7.673257733541989 33.5924296353945, -7.673261326803126 33.5924296353945, -7.673261326803126 33.59242664222822, -7.673264920064263 33.59242664222822, -7.673264920064263 33.59241766272874, -7.6732685133253975 33.59241766272874, -7.6732685133253975 33.59241466956205, -7.673272106586534 33.59241466956205, -7.673272106586534 33.592411676395244, -7.673264920064263 33.592411676395244, -7.673264920064263 33.592408683228335, -7.673254140280853 33.592408683228335, -7.673254140280853 33.59240569006133, -7.673250547019716 33.59240569006133, -7.673250547019716 33.59240269689422, -7.67324695375858 33.59240269689422, -7.67324695375858 33.592399703727, -7.673250547019716 33.592399703727, -7.673250547019716 33.592396710559676, -7.673254140280853 33.592396710559676, -7.673254140280853 33.59239371739225, -7.673257733541989 33.59239371739225, -7.673257733541989 33.59239072422472, -7.673261326803126 33.59239072422472, -7.673261326803126 33.59238174472151, -7.673264920064263 33.59238174472151, -7.673264920064263 33.59236677888074, -7.673261326803126 33.59236677888074, -7.673261326803126 33.59236378571228, -7.673250547019716 33.59236378571228, -7.673250547019716 33.59236079254371, -7.67324695375858 33.59236079254371, -7.67324695375858 33.59235480620625, -7.673243360497444 33.59235480620625, -7.673243360497444 33.59235181303738, -7.67323617397517 33.59235181303738, -7.67323617397517 33.59234881986839, -7.673232580714034 33.59234881986839, -7.673232580714034 33.59233984036082, -7.673228987452899 33.59233984036082, -7.673228987452899 33.59233684719142, -7.673225394191761 33.59233684719142, -7.673225394191761 33.59233385402192, -7.673207427886078 33.59233385402192, -7.673207427886078 33.592324874512784, -7.673203834624942 33.592324874512784, -7.673203834624942 33.59231888817285, -7.673196648102668 33.59231888817285, -7.673196648102668 33.59231589500272, -7.673189461580396 33.59231589500272, -7.673189461580396 33.59231290183249, -7.673160715491304 33.59231290183249, -7.673160715491304 33.59231589500272, -7.673153528969032 33.59231589500272, -7.673153528969032 33.59231888817285, -7.673142749185622 33.59231888817285, -7.673142749185622 33.592303922321186, -7.673106816574257 33.592303922321186, -7.673106816574257 33.59230990866216, -7.67311400309653 33.59230990866216, -7.67311400309653 33.59231290183249, -7.673128376141075 33.59231290183249, -7.673128376141075 33.59231589500272, -7.673135562663349 33.59231589500272, -7.673135562663349 33.59231888817285, -7.673131969402212 33.59231888817285, -7.673131969402212 33.592330860852314, -7.673128376141075 33.592330860852314, -7.673128376141075 33.59233385402192, -7.673121189618803 33.59233385402192, -7.673121189618803 33.592330860852314, -7.673117596357667 33.592330860852314, -7.673117596357667 33.592324874512784, -7.67311400309653 33.592324874512784, -7.67311400309653 33.592321881342876, -7.6731104098353935 33.592321881342876, -7.6731104098353935 33.59231888817285, -7.673103223313121 33.59231888817285, -7.673103223313121 33.592321881342876, -7.6730996300519845 33.592321881342876, -7.6730996300519845 33.592327867682606, -7.673096036790848 33.592327867682606, -7.673096036790848 33.592330860852314, -7.673088850268575 33.592330860852314, -7.673088850268575 33.59233385402192, -7.673074477224029 33.59233385402192, -7.673074477224029 33.592330860852314, -7.673070883962892 33.592330860852314, -7.673070883962892 33.592321881342876, -7.673067290701756 33.592321881342876, -7.673067290701756 33.59231888817285, -7.673063697440619 33.59231888817285, -7.673063697440619 33.592324874512784, -7.673060104179482 33.592324874512784, -7.673060104179482 33.59234582669931, -7.673056510918346 33.59234582669931, -7.673056510918346 33.59234881986839, -7.673052917657209 33.59234881986839, -7.673052917657209 33.59235181303738, -7.673049324396074 33.59235181303738, -7.673049324396074 33.59235480620625, -7.673045731134938 33.59235480620625, -7.673045731134938 33.59236079254371, -7.6730421378738 33.59236079254371, -7.6730421378738 33.59236677888074, -7.673038544612663 33.59236677888074, -7.673038544612663 33.59237276521736, -7.673034951351527 33.59237276521736, -7.673034951351527 33.59239072422472, -7.673038544612663 33.59239072422472, -7.673038544612663 33.592396710559676, -7.6730421378738 33.592396710559676, -7.6730421378738 33.592411676395244, -7.673045731134938 33.592411676395244, -7.673045731134938 33.59241766272874, -7.673049324396074 33.59241766272874, -7.673049324396074 33.592420655895346, -7.673052917657209 33.592420655895346, -7.673052917657209 33.592423649061836, -7.673056510918346 33.592423649061836, -7.673056510918346 33.59243262856069, -7.6730421378738 33.59243262856069, -7.6730421378738 33.59243562172676, -7.673038544612663 33.59243562172676, -7.673038544612663 33.59244759439002, -7.6730421378738 33.59244759439002, -7.6730421378738 33.59245058755558, -7.673049324396074 33.59245058755558, -7.673049324396074 33.592453580721035, -7.673063697440619 33.592453580721035, -7.673063697440619 33.59245058755558, -7.673067290701756 33.59245058755558, -7.673067290701756 33.592453580721035, -7.673078070485166 33.592453580721035, -7.673078070485166 33.59245657388638, -7.673081663746303 33.59245657388638, -7.673081663746303 33.59245956705162, -7.673085257007438 33.59245956705162, -7.673085257007438 33.59246256021676, -7.6730996300519845 33.59246256021676, -7.6730996300519845 33.59246555338181, -7.673103223313121 33.59246555338181, -7.673103223313121 33.59248051920543, -7.6730996300519845 33.59248051920543, -7.6730996300519845 33.59248351236984, -7.673096036790848 33.59248351236984, -7.673096036790848 33.592486505534154, -7.6730996300519845 33.592486505534154, -7.6730996300519845 33.592489498698356, -7.673117596357667 33.592489498698356, -7.673117596357667 33.592486505534154, -7.673135562663349 33.592486505534154, -7.673135562663349 33.59248351236984, -7.673124782879938 33.59248351236984, -7.673124782879938 33.59248051920543, -7.673121189618803 33.59248051920543, -7.673121189618803 33.59247453287629, -7.673117596357667 33.59247453287629, -7.673117596357667 33.59246854654673, -7.673121189618803 33.59246854654673, -7.673121189618803 33.59245956705162, -7.673124782879938 33.59245956705162, -7.673124782879938 33.59246256021676, -7.673128376141075 33.59246256021676, -7.673128376141075 33.59246555338181, -7.673131969402212 33.59246555338181, -7.673131969402212 33.59246854654673, -7.673142749185622 33.59246854654673, -7.673142749185622 33.59247153971157, -7.673146342446759 33.59247153971157, -7.673146342446759 33.59248051920543, -7.673160715491304 33.59248051920543, -7.673160715491304 33.592477526040916, -7.673164308752441 33.592477526040916, -7.673164308752441 33.59245657388638, -7.673167902013578 33.59245657388638, -7.673167902013578 33.59245058755558, -7.673185868319259 33.59245058755558, -7.673185868319259 33.592453580721035, -7.673189461580396 33.592453580721035, -7.673189461580396 33.59247453287629, -7.673185868319259 33.59247453287629, -7.673185868319259 33.592477526040916, -7.6731714952747145 33.592477526040916, -7.6731714952747145 33.592486505534154, -7.673175088535851 33.592486505534154, -7.673175088535851 33.592489498698356, -7.673178681796986 33.592489498698356, -7.673178681796986 33.592492491862465, -7.673182275058123 33.592492491862465, -7.673182275058123 33.592495485026454, -7.673185868319259 33.592495485026454))",6,Villa
"POLYGON ((-7.673703297922912 33.592306915491726, -7.673703297922912 33.592303922321186, -7.673699704661775 33.592303922321186, -7.673699704661775 33.592306915491726, -7.673703297922912 33.592306915491726))",6,Villa
"POLYGON ((-7.673631432700182 33.592306915491726, -7.673631432700182 33.592303922321186, -7.673627839439045 33.592303922321186, -7.673627839439045 33.592306915491726, -7.673631432700182 33.592306915491726))",6,Villa
